see; look at; to watch,看;看,kàn
week,星期;星期,xīng qī
dish (type of food); vegetables,菜;菜,cài
you (singular),你;你,nǐ
in front,前面;前面,qián miàn
make a phone call,打电话;打電話,dǎ diàn huà
hospital,医院;醫院,yī yuàn
cup; glass,杯子;杯子,bēi zi
eat,吃;吃,chī
eight,八;八,bā
very; quite,很;很,hěn
yesterday,昨天;昨天,zuó tiān
family; home,家;家,jiā
one; once; a,一;一,yī
student,学生;學生,xué sheng
how many; several; a few,几;幾,jǐ
hello (on the phone),喂;喂,wèi
see; catch sight of,看见;看見,kàn jiàn
how much?; how many?,多少;多少,duō shao
fruit,水果;水果,shuǐ guǒ
ten,十;十,shí
things; stuff,东西;東西,dōng xi
computer,电脑;電腦,diàn nǎo
good,好;好,hǎo
thank you,谢谢;謝謝,xiè xie
learn; to study,学习;學習,xué xí
to drink,喝;喝,hē
movie; film,电影;電影,diàn yǐng
small; young,小;小,xiǎo
person; man; people,人;人,rén
and; with,和;和,hé
some; few; several,些;些,xiē
general measure word,个;個,ge
clothes,衣服;衣服,yī fu
Dad,爸爸;爸爸,bà ba
he; him,他;他,tā
go; to leave,去;去,qù
year,年;年,nián
she,她;她,tā
television; TV,电视;電視,diàn shì
we; us,我们;我們,wǒ men
where? (Beijing accent),哪儿;哪兒,nǎ r
recognize; know (a person),认识;認識,rèn shi
work; a job,工作;工作,gōng zuò
know how to,会;會,huì
to be called,叫;叫,jiào
(cooked) rice,米饭;米飯,mǐ fàn
to like,喜欢;喜歡,xǐ huan
seven,七;七,qī
many,多;多,duō
think; believe; suppose; would like to,想;想,xiǎng
young lady; miss; Ms.,小姐;小姐,xiǎo jie
two,二;二,èr
to live; reside; to stop,住;住,zhù
that; then,那;那,nà
restaurant; hotel,饭店;飯店,fàn diàn
today,今天;今天,jīn tiān
noon; midday,中午;中午,zhōng wǔ
money; coin,钱;錢,qián
few; little,少;少,shǎo
lump; piece; sum of money,块;塊,kuài
number; day of a month,号;號,hào
nine,九;九,jiǔ
letter; character,字;字,zì
measure word for books,本;本,běn
who,谁;誰,shéi
have,有;有,yǒu
goodbye; see you later,再见;再見,zài jiàn
daughter,女儿;女兒,nǚ ér
pretty; beautiful,漂亮;漂亮,piào liang
taxi; cab,出租车;出租車,chū zū chē
back; behind,后面;后面,hòu mian
mom; mum,妈妈;媽媽,mā ma
cat,猫;貓,māo
weather,天气;天氣,tiān qì
inside; Chinese mile (~.5 km),里;裡,lǐ
to write; to compose,写;寫,xiě
to buy,买;買,mǎi
it doesn't matter; never mind,没关系;沒關系,méi guān xi
afternoon,下午;下午,xià wǔ
five,五;五,wǔ
airplane,飞机;飛機,fēi jī
tomorrow,明天;明天,míng tiān
at; on; in; indicates an action in progress,在;在,zài
big; large,大;大,dà
sorry,对不起;對不起,duì bu qǐ
apple,苹果;蘋果,píng guǒ
to sleep; go to bed,睡觉;睡覺,shuì jiào
to return; to reply; to go back,回;回,huí
to read; to study,读;讀,dú
this,这;這,zhè
be; is; are; am,是;是,shì
moon; month,月;月,yuè
tea,茶;茶,chá
four,四;四,sì
a bit; a few,一点儿;一點兒,yì diǎn r
shop; store,商店;商店,shāng diàn
how about?; how is/was it?,怎么样;怎麼樣,zěn me yàng
happy; glad,高兴;高興,gāo xìng
indicates a yes/no question (added to a statement),吗;嗎,ma
indicates a completed or finished action,了;了,le
can; be able,能;能,néng
you're welcome; don't be polite,不客气;不客氣,bú kè qi
school,学校;學校,xué xiào
late morning (before noon),上午;上午,shàng wǔ
table; desk,桌子;桌子,zhuō zi
six,六;六,liù
chair,椅子;椅子,yǐ zi
minute; (measure word for time),分钟;分鐘,fēn zhōng
not have; there is not,没有;沒有,méi yǒu
no; not,不;不,bù
dog,狗;狗,gǒu
too (much),太;太,tài
speak,说;說,shuō
what? (replaces the noun to turn a statement into a question),什么;什麼,shén me
China,中国;中國,zhōng guó
how?,怎么;怎麼,zěn me
Chinese language,汉语;漢語,hàn yǔ
name,名字;名字,míng zi
come; arrive; ever since; next,来;來,lái
water,水;水,shuǐ
I; me,我;我,wǒ
all; both,都;都,dōu
indicates a question; how about...?;,呢;呢,ne
Beijing,北京;北京,běi jīng
years old; age,岁;歲,suì
heat; hot,热;熱,rè
three,三;三,sān
a dot; a little; o'clock,点;點,diǎn
son,儿子;兒子,ér zi
which; how,哪;哪,nǎ
love,爱;愛,ài
"indicates possession, like adding 's to a noun",的;的,de
book; letter,书;書,shū
cold,冷;冷,lěng
listen; hear,听;聽,tīng
friend,朋友;朋友,péng you
fellow student; schoolmate,同学;同學,tóng xué
sit,坐;坐,zuò
time,时候;時候,shí hou
now,现在;現在,xiàn zài
doctor,医生;醫生,yī shēng
Mr.; Sir,先生;先生,xiān sheng
to rain,下雨;下雨,xià yǔ
above; up,上;上,shàng
please; invite; to treat someone to something,请;請,qǐng
do; make,做;做,zuò
fall; below,下;下,xià
teacher,老师;老師,lǎo shī
to open; to start; to operate (a vehicle),开;開,kāi
