就,then; at once; just; only; with regard to,jiù
也,also; too,yě
要,to want; to need; will/shall; important,yào
吧,"particle indicating polite suggestion; | onomatopoeia | bar (serving drinks, providing internet access, etc.)",ba
到,arrive (at a place); until (a time),dào
给,to give; to grant; (passive particle),gěi
还,still; yet; in addition; even,hái
着,"particle attached after verb to indicate action in progress, like -ing ending",zhe
真,real; true; genuine,zhēn
得,(complement particle),de
过,to pass; to cross; go over; (indicates a past experience),guò
可以,can; may; possible; okay,kě yǐ
最,the most; -est; (indicator for superlative),zuì
对,correct; a pair; to face; be opposite; to; towards,duì
让,ask; let; yield,ràng
大家,everyone,dà jiā
两,two; 2; both; (unit of weight equal to 50 grams),liǎng
再,again; once more,zài
等,to wait; rank; equal; etc.,děng
日,sun; day; date; time (Kangxi radical 72),rì
快,fast; quick; swift,kuài
新,new; Xinjiang autonomous region (abbreviation),xīn
因为,because,yīn wèi
次,(mw for number of times of occurrence); nth; order,cì
一起,together; in the same place,yì qǐ
出,go out; occur,chū
走,to walk; to go; to move (Kangxi radical 156),zǒu
觉得,feel; think,jué de
知道,know; be aware of,zhī dao
开始,begin; to start; beginning,kāi shǐ
时间,time; period,shí jiān
比,compare; (indicates comparison) (Kangxi radical 81); to gesticulate as one talks,bǐ
希望,to hope; wish for; to desire,xī wàng
已经,already,yǐ jing
找,try to find; look for; seek; to give change,zhǎo
笑,to laugh; to smile,xiào
别,don't do something; don't | depart; | other; difference; distinguish,bié
从,from; obey; observe,cóng
玩,to play; have a good time; visit; enjoy,wán
长,long; length | grow; chief (Kangxi radical 168),cháng | zhǎng
它,it,tā
快乐,happy,kuài lè
一下,a little bit/while; one time; once,yí xià
女,woman; female (Kangxi radical 38),nǚ
所以,so; therefore; as a result,suǒ yǐ
但是,but; however,dàn shì
高,high; tall (Kangxi radical 189),gāo
送,deliver; to carry; to give; send,sòng
完,to finish; be over; complete,wán
孩子,child; children; son or daughter,hái zi
男,male,nán
懂,understand; know,dǒng
为什么,why?; for what reason?,wèi shén me
问,ask; inquire,wèn
穿,to wear; put on; penetrate,chuān
晚上,evening; night,wǎn shang
您,you (polite),nín
件,"(mw for things, clothes, and items)",jiàn
路,road; path; journey; route,lù
问题,question; problem,wèn tí
事情,matter; affair; thing; business,shì qing
可能,possible; maybe,kě néng
累,tired,lèi
错,mistake; error; blunder; miss an opportunity,cuò
小时,hour,xiǎo shí
虽然,although; even though,suī rán
红,red; symbol of success; bonus; popular,hóng
白,white; snowy; pure; bright; empty (Kangxi radical 106),bái
黑,black; dark (Kangxi radical 203); Heilongjiang province (abbreviation),hēi
非常,extremely; extraordinary; very,fēi cháng
告诉,to tell; inform,gào su
卖,to sell,mài
公司,company; corporation,gōng sī
正在,in the process of (doing something); currently,zhèng zài
准备,prepare; get ready,zhǔn bèi
早上,(early) morning,zǎo shang
鱼,fish (Kangxi radical 195),yú
身体,health; (human) body,shēn tǐ
门,door; opening; gate (Kangxi radical 169),mén
上班,go to work; be on duty,shàng bān
进,enter; come in,jìn
每,each; every,měi
眼睛,eye,yǎn jing
远,far; distant; remote,yuǎn
帮助,help; assist; aid,bāng zhù
考试,test; exam; to give or take a test,kǎo shì
洗,to wash; bathe,xǐ
外,outer; outside; in addition; foreign,wài
票,ticket; bank note; a vote,piào
忙,busy,máng
起床,get out of bed,qǐ chuáng
雪,snow,xuě
生日,birthday,shēng rì
姐姐,older sister,jiě jie
好吃,tasty,hǎo chī
说话,to talk; speak,shuō huà
课,class; subject; lesson; course,kè
咖啡,coffee,kā fēi
右边,the right (as opposed to left) side,yòu bian
休息,to rest; take a break,xiū xi
往,to go (in a direction); towards; in the past,wǎng
意思,meaning; idea; opinion,yì si
近,near; close (to),jìn
离,leave; depart; go away; apart from,lí
贵,expensive; noble; honorable; Guizhou province (abbreviation),guì
运动,(physical) exercise; movement; sports; campaign,yùn dòng
颜色,color,yán sè
哥哥,older brother,gē ge
牛奶,cow's milk,niú nǎi
药,medicine; drug; cure; chemical,yào
旅游,trip; journey; tour,lǚ yóu
去年,last year,qù nián
旁边,"side, beside",páng biān
鸡蛋,(chicken) egg,jī dàn
介绍,to introduce; recommend; introduction,jiè shào
慢,slow,màn
题,topic; subject; question on a test or assignment,tí
妹妹,younger sister,mèi mei
唱歌,sing (a song),chàng gē
便宜,cheap,pián yi
晴,clear; fine (as of weather),qíng
阴,cloudy (weather); yin (the negative principle of Yin and Yang); secret; the moon; negative; shade,yīn
房间,room,fáng jiān
弟弟,younger brother,dì di
妻子,wife,qī zi
生病,get sick; fall ill,shēng bìng
丈夫,husband; man,zhàng fu
机场,airport; airfield,jī chǎng
左边,the left side; the left,zuǒ bian
教室,classroom,jiào shì
西瓜,watermelon,xī guā
跳舞,to dance,tiào wǔ
羊肉,mutton; lamb,yáng ròu
报纸,newspaper,bào zhǐ
跑步,to run; to jog,pǎo bù
游泳,to swim,yóu yǒng
手表,wristwatch,shǒu biǎo
服务员,waiter/waitress; server; attendant,fú wù yuán
姓,surname; family name,xìng
铅笔,pencil,qiān bǐ
面条,noodles,miàn tiáo
火车站,train station,huǒ chē zhàn
宾馆,guesthouse; hotel,bīn guǎn
公共汽车,(public) bus,gōng gòng qì chē
百,hundred,bǎi
打篮球,play basketball,dǎ lán qiú
第一,first; number 1,dì yī
零,zero; remnant,líng
千,one thousand,qiān
手机,mobile (cell) phone,shǒu jī
踢足球,to play football/soccer,tī zú qiú
