啦,sentence-final particle: a contraction of 了 (le) and 啊 (a),la
哦,oh (indicates understanding),ò
哇,wow; (sound of crying or surprise),wa
嘛,(used to persuade somebody to do something); (particle indicating obviousness) | (colloqial) what?,ma | má
啥,(spoken) what,shá
评论,comment on; discuss; remark,píng lùn
投票,vote; poll,tóu piào
拥有,have; possess,yōng yǒu
视频,video,shì pín
人家,other people; others; they; I; family; household,rén jiā
客户,customer; account; client,kè hù
喂,hey; to feed | hello (on the phone),wèi | wéi
坑,pit; hole; defraud,kēng
折,to break; to fracture; convert into; to fold,zhé
更新,to replace the old with new; to renew; to renovate; to upgrade; to update; to regenerate; to rejuvenate,gēng xīn
端,end; beginning; extremity; carry holding something from the sides,duān
现场,scene (of event or incident); on the spot,xiàn chǎng
时光,time; era; period of time,shí guāng
搭,"to erect; to build; travel by (car, plane, etc.); to hang; to join",dā
咋,how/why (contraction of 怎么),zǎ
而已,that's all; nothing more,ér yǐ
明明,obviously; plainly; undoubtedly,míng míng
收藏,collect; keep,shōu cáng
果断,firm; decisive,guǒ duàn
搭配,pair up; arrange in pairs; to add sth. into a group; to suit,dā pèi
用户,user; consumer; subscriber; customer,yòng hù
奖励,to reward (as encouragement),jiǎng lì
瞬间,in the twinkling of an eye; in an instant; momentary,shùn jiān
真相,the actual facts; reality,zhēn xiàng
扣,to fasten; to button; button; buckle; knot; to arrest; to confiscate; to deduct (money); discount; to knock; put upside down; to smash or spike (a ball); to cover (with a bowl etc); fig. to tag a label on sb,kòu
吼,roar; howl,hǒu
发布,issue; announce; release,fā bù
默默,in silence; not speaking,mò mò
恐怖,afraid; terror,kǒng bù
恶心,disgusting; nauseous; make somebody embarrassed (èxīn: bad/vicious habit; vice),ě xin
系列,series,xì liè
欢乐,gaiety; glee; delighted,huān lè
膜,membrane; film,mó
孤独,lonely; solitary,gū dú
事业,undertaking; project; cause; enterprise,shì yè
性感,sex appeal; sexy; sexuality,xìng gǎn
心灵,heart; soul; smart; quick-witted,xīn líng
秤,balance; scale; steelyard,chèng
嗨,hey/hi (loanword); oh; alas;,hāi
跨,step across; stride; straddle; to cross,kuà
粥,porridge; congee; gruel,zhōu
结局,conclusion; ending,jié jú
造型,make a model; to mold,zào xíng
亦,also,yì
气质,temperament; disposition,qì zhì
砸,to smash; to pound; to break; fail,zá
牵,to lead along; to pull (an animal on a tether),qiān
文艺,literature and art,wén yì
事件,event; happening; incident,shì jiàn
岁月,the years of a person's life,suì yuè
诱惑,tempt; temptation; entice; lure; attract,yòu huò
心态,pyschology; mentality; spirit,xīn tài
眼神,expression or emotion showing in one's eyes,yǎn shén
官方,official; (by the) government,guān fāng
依旧,as before; still,yī jiù
神奇,miraculous; magical; mystical,shén qí
党,party; club; association,dǎng
嘿,hey; interjection for calling attention,hēi
枚,"(mw for coins, rings, medals)",méi
哼,groan; snort; to hum; croon,hēng
穿越,pass through; cut across,chuān yuè
难得,hard to come by; difficult to get; rare,nán dé
卷,to roll (up); to coil; (mw for tapes),juǎn
捏,to pinch (with one's fingers); knead,niē
思念,think of; long for; to miss,sī niàn
即将,will shortly; soon; be on the verge of,jí jiāng
扩散,spread; proliferation,kuò sàn
当初,at that time; at the outset; originally,dāng chū
跌,to fall down; to drop,diē
激情,passion; strong emotion; fervor; enthusiasm,jī qíng
登陆,to land; come ashore; sign/log in,dēng lù
直播,live broadcast (not recorded),zhí bō
嫉妒,"to be jealous; to envy, covet; to hate; to begrudge",jí dù
欺负,to bully; intimidate,qī fu
窝,nest; den,wō
冲动,impulsive; act on impulse,chōng dòng
副,vice-; secondary; auxiliary; deputy; assistant; classifier for pairs (i.e. glasses),fù
承诺,to promise,chéng nuò
模式,model; pattern; method,mó shì
化妆,put on make-up,huà zhuāng
按摩,massage,àn mó
死亡,to die; death; be dead,sǐ wáng
渣,dregs; slag,zhā
天堂,paradise; heaven,tiān táng
政策,policy,zhèng cè
灵魂,soul; spirit; conscience,líng hún
周年,anniversary; annual,zhōu nián
捞,dredge up; fish up,lāo
心疼,love dearly; the pain of love,xīn téng
公民,citizen,gōng mín
凌晨,early in the morning,líng chén
和谐,harmonious; concordant,hé xié
耍,play/mess around with; juggle,shuǎ
爆发,break out; erupt; explode,bào fā
维生素,vitamin,wéi shēng sù
亚军,second place; runner-up,yà jūn
潮流,tide; current; trend,cháo liú
尝试,to try; attempt,cháng shì
境界,boundary; state; realm; level,jìng jiè
本人,I; me; myself; oneself; in person,běn rén
事故,accident,shì gù
等级,degree; rate,děng jí
除,besides; except; remove; to divide (mathematics),chú
毫无,not at all; completely without; not in the least,háo wú
剑,sword,jiàn
执着,to refuse to change one's viewpoint,zhí zhuó
实力,strength,shí lì
熬,endure; to boil,áo
智能,"intelligent; capability; smart (phone, system, bomb, etc.)",zhì néng
人士,person; public figure,rén shì
季军,third in a race; bronze medalist,jì jūn
皆,all; each and every; in all cases,jiē
忙碌,be busy; bustling,máng lù
脆弱,weak; fragile; flimsy; frail,cuì ruò
跪,kneel,guì
登录,sign-in,dēng lù
镜头,"camera shot (in a movie, etc.); scene; camera lens",jìng tóu
抵抗,resist; resistance,dǐ kàng
玉,jade (Kangxi radical 96),yù
灵感,inspiration; insight; a burst of creativity in scientific or artistic endeavor,líng gǎn
粒,a grain; granule; (mw for grain-like things),lì
扎,to prick; push a needle into; penetrating,zhā
版本,edition,bǎn běn
崩溃,collapse; crumble; fall apart,bēng kuì
家伙,guy; chap; tool; weapon,jiā huo
财富,wealth; riches; fortune,cái fù
本身,itself; in itself; per se,běn shēn
偶像,Idol,ǒu xiàng
屏幕,"screen (TV, etc.)",píng mù
素质,inner quality; basic essence; character quality,sù zhì
动力,power; motion; impetus; driving force,dòng lì
无比,matchless; incomparable,wú bǐ
娃娃,baby; child; doll,wá wa
屁股,butt; rear; rump,pì gu
折腾,toss from side to side (e.g. sleeplessly); do something over and over again; cause suffering; play crazy; screw around,zhē teng
脂肪,body fat,zhī fáng
论坛,forum,lùn tán
渴望,wishful; to yearn for; desire,kě wàng
扑,to assault; rush at; throw oneself on,pū
塔,pagoda; tower,tǎ
丁,male adult; robust; cubes (of food); T-shaped (4th Heavenly Stem),dīng
鄙视,despise; disdain; look down upon,bǐ shì
羽绒服,down jacket,yǔ róng fú
民主,democracy,mín zhǔ
折磨,persecute; to torture,zhé mo
宽容,tolerant; lenient,kuān róng
展现,come out; emerge; express; show,zhǎn xiàn
肺,lung,fèi
叼,hold sth. in the mouth,diāo
机构,structure; organization; institution,jī gòu
需求,requirement; demand (economics),xū qiú
呵,breathe out; scold,hē
染,dye; to catch (a disease),rǎn
创业,begin an undertaking; start a major task; start a company,chuàng yè
操作,operate; manipulate,cāo zuò
危机,crisis,wēi jī
突破,break through; breakthrough,tū pò
循环,circular cycle; loop; circulate,xún huán
趴,lie on one's stomach,pā
清醒,clear-headed; sober; regain consciousness,qīng xǐng
在意,care about; mind; care,zài yì
震撼,to shake,zhèn hàn
曝光,to expose; to make public,bào guāng
愤怒,angry; indignant; furious; anger; indignation; wrath; ire,fèn nù
震惊,shock; astonish; amaze,zhèn jīng
悲哀,grieved; sorrowful; sad,bēi āi
欲望,desire; lust,yù wàng
创新,innovate; innovation,chuàng xīn
精致,exquisite; delicate; refined,jīng zhì
回报,repayment; payback,huí bào
清晰,clear; distinct; clarity,qīng xī
心得,knowledge gained,xīn dé
给予,to give,jǐ yǔ
绝望,desperation; forlorn; hopeless,jué wàng
当前,current; modern; present,dāng qián
宁愿,would rather; better,nìng yuàn
拜年,congratulate the New Year; wish sb. a Happy New Year,bài nián
嫌,to dislike; suspicion; grudge,xián
交易,business transaction; deal; trade,jiāo yì
宇宙,universe; cosmos,yǔ zhòu
煎,pan-fry; fry in shallow oil,jiān
降临,befall; descend,jiàng lín
永恒,eternal; everlasting,yǒng héng
