的,"indicates possession, like adding 's to a noun",de
我,I; me,wǒ
了,indicates a completed or finished action,le
你,you (singular),nǐ
是,be; is; are; am,shì
在,at; on; in; indicates an action in progress,zài
有,have,yǒu
不,no; not,bù
个,general measure word,ge
好,good,hǎo
人,person; man; people,rén
都,all; both,dōu
这,this,zhè
去,go; to leave,qù
说,speak,shuō
和,and; with,hé
很,very; quite,hěn
会,know how to,huì
看,see; look at; to watch,kàn
来,come; arrive; ever since; next,lái
上,above; up,shàng
想,think; believe; suppose; would like to,xiǎng
他,he; him,tā
我们,we; us,wǒ men
爱,love,ài
大,big; large,dà
太,too (much),tài
吃,eat,chī
年,year,nián
没有,not have; there is not,méi yǒu
那,that; then,nà
能,can; be able,néng
做,do; make,zuò
小,small; young,xiǎo
什么,what? (replaces the noun to turn a statement into a question),shén me
今天,today,jīn tiān
呢,indicates a question; how about...?;,ne
喜欢,to like,xǐ huan
吗,indicates a yes/no question (added to a statement),ma
下,fall; below,xià
她,she,tā
现在,now,xiàn zài
时候,time,shí hou
里,inside; Chinese mile (~.5 km),lǐ
月,moon; month,yuè
谁,who,shéi
怎么,how?,zěn me
家,family; home,jiā
买,to buy,mǎi
请,please; invite; to treat someone to something,qǐng
叫,to be called,jiào
水,water,shuǐ
中国,China,zhōng guó
明天,tomorrow,míng tiān
朋友,friend,péng you
东西,things; stuff,dōng xi
听,listen; hear,tīng
开,to open; to start; to operate (a vehicle),kāi
几,how many; several; a few,jǐ
喝,to drink,hē
回,to return; to reply; to go back,huí
钱,money; coin,qián
号,number; day of a month,hào
岁,years old; age,suì
谢谢,thank you,xiè xie
冷,cold,lěng
工作,work; a job,gōng zuò
写,to write; to compose,xiě
住,to live; reside; to stop,zhù
睡觉,to sleep; go to bed,shuì jiào
少,few; little,shǎo
狗,dog,gǒu
本,measure word for books,běn
电影,movie; film,diàn yǐng
妈妈,mom; mum,mā ma
多少,how much?; how many?,duō shao
哪,which; how,nǎ
坐,sit,zuò
分钟,minute; (measure word for time),fēn zhōng
老师,teacher,lǎo shī
昨天,yesterday,zuó tiān
字,letter; character,zì
下午,afternoon,xià wǔ
北京,Beijing,běi jīng
猫,cat,māo
块,lump; piece; sum of money,kuài
学习,learn; to study,xué xí
热,heat; hot,rè
电脑,computer,diàn nǎo
漂亮,pretty; beautiful,piào liang
同学,fellow student; schoolmate,tóng xué
书,book; letter,shū
学校,school,xué xiào
天气,weather,tiān qì
爸爸,Dad,bà ba
菜,dish (type of food); vegetables,cài
认识,recognize; know (a person),rèn shi
苹果,apple,píng guǒ
看见,see; catch sight of,kàn jiàn
些,some; few; several,xiē
名字,name,míng zi
茶,tea,chá
读,to read; to study,dú
学生,student,xué sheng
中午,noon; midday,zhōng wǔ
儿子,son,ér zi
喂,hello (on the phone),wèi
对不起,sorry,duì bu qǐ
电视,television; TV,diàn shì
打电话,make a phone call,dǎ diàn huà
后面,back; behind,hòu mian
高兴,happy; glad,gāo xìng
女儿,daughter,nǚ ér
医院,hospital,yī yuàn
水果,fruit,shuǐ guǒ
星期,week,xīng qī
怎么样,how about?; how is/was it?,zěn me yàng
上午,late morning (before noon),shàng wǔ
下雨,to rain,xià yǔ
再见,goodbye; see you later,zài jiàn
医生,doctor,yī shēng
前面,in front,qián miàn
先生,Mr.; Sir,xiān sheng
飞机,airplane,fēi jī
小姐,young lady; miss; Ms.,xiǎo jie
哪儿,where? (Beijing accent),nǎ r
没关系,it doesn't matter; never mind,méi guān xi
杯子,cup; glass,bēi zi
桌子,table; desk,zhuō zi
汉语,Chinese language,hàn yǔ
米饭,(cooked) rice,mǐ fàn
椅子,chair,yǐ zi
出租车,taxi; cab,chū zū chē
商店,shop; store,shāng diàn
饭店,restaurant; hotel,fàn diàn
一点儿,a bit; a few,yì diǎn r
不客气,you're welcome; don't be polite,bú kè qi
八,eight,bā
点,a dot; a little; o'clock,diǎn
多,many,duō
二,two,èr
九,nine,jiǔ
六,six,liù
七,seven,qī
三,three,sān
十,ten,shí
四,four,sì
五,five,wǔ
一,one; once; a,yī
衣服,clothes,yī fu
